,img_name,text
16,20140603_0003_BCCTC_tg_3_1.png,"Sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành "" tử"
17,20140603_0003_BCCTC_tg_3_2.png,"sĩ "". Hai bảy điểm, cao thật đấy. Nhưng cao mà làm gì khi NV1 lấy tới hai bảy"
18,20140603_0003_BCCTC_tg_3_3.png,"phẩy năm? Đó thật ra không phải là thất bại, chỉ là khi thành công - bị - trì - hoãn mà"
19,20140603_0003_BCCTC_tg_3_4.png,"thôi. Cuộc sống vẫn chào đón họ với NV2, NV3. Quan trọng là họ đã nỗ lực hết sức để"
20,20140603_0003_BCCTC_tg_3_5.png,"khẳng định mình. Đó là ý nghĩa vẹn nguyên của các kỳ thi, và cũng là bản chất của"
21,20140603_0003_KQBDVN_tg_0_1.png,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam là một phần
22,20140603_0003_KQBDVN_tg_0_3.png,"Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2 thì"
23,20140603_0003_KQBDVN_tg_0_4.png,có 1 km bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).
24,20140603_0003_KQBDVN_tg_0_5.png,"Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với diện"
25,20140603_0003_KQBDVN_tg_0_6.png,tích trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 / 330.000 km2).
26,20140603_0003_KQBDVN_tg_1_0.png,"Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ, gần và xa bờ,"
27,20140603_0003_KQBDVN_tg_1_2.png,"Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương với Ấn Độ Dương,"
28,20140603_0003_KQBDVN_tg_1_3.png,"châu Á với châu Âu, châu Úc với Trung Đông. Giao lưu quốc tế thuận lợi, phát"
29,20140603_0003_KQBDVN_tg_1_5.png,"Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát triển,"
30,20140603_0003_KQBDVN_tg_2_0.png,"Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm."
31,20140603_0003_KQBDVN_tg_2_1.png,"Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng"
32,20140603_0003_KQBDVN_tg_2_2.png,"trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa xã hội,"
33,20140603_0003_KQBDVN_tg_2_3.png,"có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn minh và"
34,20140603_0004_BCCTC_tg_0_1.png,Đã bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời mình theo đuổi? Phải chăng
35,20140603_0004_BCCTC_tg_0_2.png,"đó là kết quả hoàn hảo trong công việc, sự chính xác đến từng chi tiết? Hay đó là cách nói"
36,20140603_0004_BCCTC_tg_0_3.png,"khác của từ thành đạt, nghĩa là có được một cuộc sống giàu sang, được mọi người nể phục?"
37,20140603_0004_BCCTC_tg_0_4.png,Vậy thì bạn hãy dành chút thời gian để lặng mình suy ngẫm.
38,20140603_0004_BCCTC_tg_0_5.png,Cuộc sống sẽ chỉ cho bạn có những người đạt được thành công theo một cách giản dị đến bất
39,20140603_0004_BCCTC_tg_1_0.png,"Thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món ăn mẹ thích nhân"
40,20140603_0004_BCCTC_tg_1_1.png,"ngày 8 - 3. Món canh có thể hơi mặn, món cá sốt đáng lẽ phải có màu đỏ sậm thì lại ngả sang"
41,20140603_0004_BCCTC_tg_1_2.png,"màu... đen cháy. Nhưng nhìn mâm cơm, mẹ vẫn cười. Bởi vì hai bố con không thể thành"
42,20140603_0004_BCCTC_tg_1_3.png,"công trên "" chiến trường "" bếp núc, nhưng lại thành công khi tặng mẹ "" đoá hồng "" của tình yêu."
43,20140603_0004_BCCTC_tg_1_4.png,"Một món quà ý nghĩa hơn cả những món quà quý giá, hạnh phúc ấy long lanh in trong mắt"
44,20140603_0004_BCCTC_tg_2_0.png,"Thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại bình thường"
45,20140603_0004_BCCTC_tg_2_1.png,"được. Từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. Sau bao nỗ lực khổ luyện, cậu"
46,20140603_0004_BCCTC_tg_2_2.png,"bé trở thành cầu thủ dự bị trong một đội bóng nhỏ, và chưa bao giờ được chính thức ra sân."
47,20140603_0004_BCCTC_tg_2_3.png,"Nhưng đó không phải là thất bại. Trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao"
48,20140603_0004_BCCTC_tg_2_4.png,"nghị lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé."
49,20140603_0004_BCCTC_tg_3_2.png,cao thật đấy. Nhưng cao mà làm gì khi NV1 lấy tới hai bảy phẩy năm? Đó thật ra không phải
50,20140603_0004_BCCTC_tg_3_3.png,"là thất bại, chỉ là khi thành công - bị - trì - hoãn mà thôi. Cuộc sống vẫn chào đón họ với"
51,20140603_0004_BCCTC_tg_3_4.png,"NV2, NV3. Quan trọng là họ đã nỗ lực hết sức để khẳng định mình. Đó là ý nghĩa vẹn nguyên"
52,20140603_0004_BCCTC_tg_3_5.png,"của các kỳ thi, và cũng là bản chất của thành công."
53,20140603_0004_KQBDVN_tg_0_1.png,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam là một phần biển
54,20140603_0004_KQBDVN_tg_0_3.png,"Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2 thì có 1 km bờ biển"
55,20140603_0004_KQBDVN_tg_0_4.png,(trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).
56,20140603_0004_KQBDVN_tg_0_5.png,"Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với diện tích trên 1"
57,20140603_0004_KQBDVN_tg_0_6.png,triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 / 330.000 km2).
58,20140603_0004_KQBDVN_tg_1_0.png,"Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ, gần và xa bờ, hợp"
59,20140603_0004_KQBDVN_tg_1_1.png,"thành phòng tuyến bảo vệ, kiểm soát và làm chủ vùng biển."
60,20140603_0004_KQBDVN_tg_1_2.png,"Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương với Ấn Độ Dương, châu Á với châu Âu,"
61,20140603_0004_KQBDVN_tg_1_3.png,"châu Úc với Trung Đông. Giao lưu quốc tế thuận lợi, phát triển ngành biển."
62,20140603_0004_KQBDVN_tg_1_4.png,"Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát triển, tồn tại tốt."
63,20140603_0004_KQBDVN_tg_2_0.png,"Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm."
64,20140603_0004_KQBDVN_tg_2_1.png,"Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng trực tiếp đến sự"
65,20140603_0004_KQBDVN_tg_2_2.png,"nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa xã hội, có liên quan trực tiếp đến"
66,20140603_0004_KQBDVN_tg_2_3.png,"sự phồn vinh của đất nước, đến văn minh và hạnh phúc của nhân dân."
67,20140603_0006_BCCTC_tg_0_1.png,Đã bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời
68,20140603_0006_BCCTC_tg_0_2.png,"mình theo đuổi? Phải chăng đó là kết quả hoàn hảo trong công việc,"
69,20140603_0006_BCCTC_tg_0_3.png,sự chính xác đến từng chi tiết? Hay đó là cách nói khác của từ thành
70,20140603_0006_BCCTC_tg_0_4.png,"đạt, nghĩa là có được một cuộc sống giàu sang, được mọi người nể phục?"
71,20140603_0006_BCCTC_tg_0_5.png,Vậy thì bạn hãy dành chút thời gian để lặng mình suy ngẫm.
72,20140603_0006_BCCTC_tg_0_6.png,Cuộc sống sẽ chỉ cho bạn có những người đạt được thành công theo một
73,20140603_0006_BCCTC_tg_1_0.png,"Thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món"
74,20140603_0006_BCCTC_tg_1_1.png,"ăn mẹ thích nhân ngày 8 - 3. Món canh có thể hơi mặn, món cá sốt đáng lẽ"
75,20140603_0006_BCCTC_tg_1_2.png,phải có màu đỏ sậm thì lại ngả sang màu... đen cháy. Nhưng nhìn mâm
76,20140603_0006_BCCTC_tg_1_3.png,"cơm, mẹ vẫn cười. Bởi vì hai bố con không thể thành công trên "" chiến trường """
77,20140603_0006_BCCTC_tg_1_4.png,"bếp núc, nhưng lại thành công khi tặng mẹ "" đoá hồng "" của tình yêu. Một"
78,20140603_0006_BCCTC_tg_1_5.png,"món quà ý nghĩa hơn cả những món quà quý giá, hạnh phúc ấy long lanh"
79,20140603_0006_BCCTC_tg_2_0.png,"Thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại"
80,20140603_0006_BCCTC_tg_2_1.png,bình thường được. Từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. Sau
81,20140603_0006_BCCTC_tg_2_2.png,"bao nỗ lực khổ luyện, cậu bé trở thành cầu thủ dự bị trong một đội bóng"
82,20140603_0006_BCCTC_tg_2_3.png,"nhỏ, và chưa bao giờ được chính thức ra sân. Nhưng đó không phải là thất"
83,20140603_0006_BCCTC_tg_2_4.png,"bại. Trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao nghị"
84,20140603_0006_BCCTC_tg_2_5.png,"lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ"
85,20140603_0006_BCCTC_tg_3_1.png,"Sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành"
86,20140603_0006_BCCTC_tg_3_2.png,""" tử sĩ "". Hai bảy điểm, cao thật đấy. Nhưng cao mà làm gì khi NV1 lấy"
87,20140603_0006_BCCTC_tg_3_3.png,"tới hai bảy phẩy năm? Đó thật ra không phải là thất bại, chỉ là khi"
88,20140603_0006_BCCTC_tg_3_4.png,"thành công - bị - trì - hoãn mà thôi. Cuộc sống vẫn chào đón họ với NV2, NV3."
89,20140603_0006_BCCTC_tg_3_5.png,Quan trọng là họ đã nỗ lực hết sức để khẳng định mình. Đó là ý nghĩa
90,20140603_0006_BCCTC_tg_3_6.png,"vẹn nguyên của các kỳ thi, và cũng là bản chất của thành công."
91,20140603_0006_KQBDVN_tg_0_1.png,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam là một
92,20140603_0006_KQBDVN_tg_0_3.png,"Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2 thì"
93,20140603_0006_KQBDVN_tg_0_4.png,có 1 km bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).
94,20140603_0006_KQBDVN_tg_0_5.png,"Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với"
95,20140603_0006_KQBDVN_tg_0_6.png,diện tích trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 / 330.000
96,20140603_0006_KQBDVN_tg_1_0.png,"Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ, gần và"
97,20140603_0006_KQBDVN_tg_1_1.png,"xa bờ, hợp thành phòng tuyến bảo vệ, kiểm soát và làm chủ vùng biển."
98,20140603_0006_KQBDVN_tg_1_2.png,"Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương với Ấn Độ Dương,"
99,20140603_0006_KQBDVN_tg_1_3.png,"châu Á với châu Âu, châu Úc với Trung Đông. Giao lưu quốc tế thuận lợi,"
100,20140603_0006_KQBDVN_tg_1_5.png,Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát
101,20140603_0006_KQBDVN_tg_2_0.png,"Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm."
102,20140603_0006_KQBDVN_tg_2_1.png,"Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh"
103,20140603_0006_KQBDVN_tg_2_2.png,hưởng trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa
104,20140603_0006_KQBDVN_tg_2_3.png,"xã hội, có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn"
105,20140603_0011_BCCTC_tg_0_1.png,Đã bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời mình theo đuổi? Phải chăng
106,20140603_0011_BCCTC_tg_0_2.png,"đó là kết quả hoàn hảo trong công việc, sự chính xác đến từng chi tiết? Hay đó là cách nói"
107,20140603_0011_BCCTC_tg_0_3.png,"khác của từ thành đạt, nghĩa là có được một cuộc sống giàu sang, được mọi người nể phục?"
108,20140603_0011_BCCTC_tg_0_4.png,Vậy thì bạn hãy dành chút thời gian để lặng mình suy ngẫm.
109,20140603_0011_BCCTC_tg_0_5.png,Cuộc sống sẽ chỉ cho bạn có những người đạt được thành công theo một cách giản
110,20140603_0011_BCCTC_tg_1_0.png,"Thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món ăn mẹ thích nhân"
111,20140603_0011_BCCTC_tg_1_1.png,"ngày 8 - 3. Món canh có thể hơi mặn, món cá sốt đáng lẽ phải có màu đỏ sậm thì lại ngả sang"
112,20140603_0011_BCCTC_tg_1_2.png,"màu... đen cháy. Nhưng nhìn mâm cơm, mẹ vẫn cười. Bởi vì hai bố con không thể thành"
113,20140603_0011_BCCTC_tg_1_3.png,"công trên chiến trường bếp núc, nhưng lại thành công khi tặng mẹ "" đoá hồng "" của tình yêu."
114,20140603_0011_BCCTC_tg_1_4.png,"Một món quà ý nghĩa hơn cả những món quà quý giá, hạnh phúc ấy long lanh in trong mắt"
115,20140603_0011_BCCTC_tg_2_0.png,"Thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại bình thường"
116,20140603_0011_BCCTC_tg_2_1.png,"được. Từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. Sau bao nỗ lực khổ luyện, cậu"
117,20140603_0011_BCCTC_tg_2_2.png,"bé trở thành cầu thủ dự bị trong một đội bóng nhỏ, và chưa bao giờ được chính thức ra sân."
118,20140603_0011_BCCTC_tg_2_3.png,"Nhưng đó không phải là thất bại. Trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao"
119,20140603_0011_BCCTC_tg_2_4.png,"nghị lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé."
120,20140603_0011_BCCTC_tg_3_2.png,cao thật đấy. Nhưng cao mà làm gì khi NV1 lấy tới hai bảy phẩy năm? Đó thật ra không phải
121,20140603_0011_BCCTC_tg_3_3.png,"là thất bại, chỉ là khi thành công - bị - trì - hoãn mà thôi. Cuộc sống vẫn chào đón họ với"
122,20140603_0011_BCCTC_tg_3_4.png,"NV2, NV3. Quan trọng là họ đã nỗ lực hết sức để khẳng định mình. Đó là ý nghĩa vẹn nguyên"
123,20140603_0011_BCCTC_tg_3_5.png,"của các kỳ thi, và cũng là bản chất của thành công."
124,20140603_0011_KQBDVN_tg_0_1.png,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam là một phần biển
125,20140603_0011_KQBDVN_tg_0_3.png,"Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2 thì có 1 km bờ biển"
126,20140603_0011_KQBDVN_tg_0_4.png,(trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển)
127,20140603_0011_KQBDVN_tg_0_5.png,"Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với diện tích trên 1"
128,20140603_0011_KQBDVN_tg_0_6.png,triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 / 330.000 km2)
129,20140603_0011_KQBDVN_tg_1_0.png,"Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ, gần và xa bờ, hợp"
130,20140603_0011_KQBDVN_tg_1_1.png,"thành phòng tuyến bảo vệ, kiểm soát và làm chủ vùng biển."
131,20140603_0011_KQBDVN_tg_1_2.png,"Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương với Ấn Độ Dương, châu Á với"
132,20140603_0011_KQBDVN_tg_1_3.png,"châu Âu, châu Úc với Trung Đông. Giao lưu quốc tế thuận lợi, phát triển ngành biển."
133,20140603_0011_KQBDVN_tg_1_4.png,"Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát triển, tồn tại tốt."
134,20140603_0011_KQBDVN_tg_2_0.png,"Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm."
135,20140603_0011_KQBDVN_tg_2_1.png,"Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng trực tiếp đến"
136,20140603_0011_KQBDVN_tg_2_2.png,"sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa xã hội, có liên quan trực"
137,20140603_0011_KQBDVN_tg_2_3.png,"tiếp đến sự phồn vinh của đất nước, đến văn minh và hạnh phúc của nhân dân."
138,20140603_0015_BCCTC_tg_0_1.png,Đã bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời mình theo đuổi? Phải chăng
139,20140603_0015_BCCTC_tg_0_2.png,"đó là kết quả hoàn hảo trong công việc, sự chính xác đến từng chi tiết? Hay đó là cách nói"
140,20140603_0015_BCCTC_tg_0_3.png,"khác của từ thành đạt, nghĩa là có được một cuộc sống giàu sang, được mọi người nể phục?"
141,20140603_0015_BCCTC_tg_0_4.png,Vậy thì bạn hãy dành chút thời gian để lặng mình suy ngẫm.
142,20140603_0015_BCCTC_tg_0_5.png,Cuộc sống sẽ chỉ cho bạn có những người thành đạt được thành công theo một cách giản dị đến bất
143,20140603_0015_BCCTC_tg_1_0.png,"Thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món ăn mẹ thích nhân"
144,20140603_0015_BCCTC_tg_1_1.png,"ngày 8 - 3. Món canh có thể hơi mặn, món cá sốt đáng lẽ phải có màu đỏ sậm thì lại ngả sang"
145,20140603_0015_BCCTC_tg_1_2.png,"màu... đen cháy. Nhưng nhìn mâm cơm, mẹ vẫn cười. Bởi vì hai bố con không thể thành"
146,20140603_0015_BCCTC_tg_1_3.png,"công trên "" chiến trường "" bếp núc, nhưng lại thành công khi tặng mẹ "" đoá hồng "" của tình yêu."
147,20140603_0015_BCCTC_tg_1_4.png,"Một món quà ý nghĩa hơn cả những món quà quý giá, hạnh phúc ấy long lanh in trong mắt"
148,20140603_0015_BCCTC_tg_2_0.png,"Thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại bình thường"
149,20140603_0015_BCCTC_tg_2_1.png,"được. Từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. Sau bao nỗ lực khổ luyện, cậu"
150,20140603_0015_BCCTC_tg_2_2.png,"bé trở thành cầu thủ dự bị trong một đội bóng nhỏ, và chưa bao giờ được chính thức ra sân."
151,20140603_0015_BCCTC_tg_2_3.png,"Nhưng đó không phải là thất bại. Trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao"
152,20140603_0015_BCCTC_tg_2_4.png,"nghị lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé."
153,20140603_0015_BCCTC_tg_3_2.png,cao thật đấy. Nhưng cao mà làm gì khi NV1 lấy tới hai bảy phẩy năm? Đó thật ra không phải
154,20140603_0015_BCCTC_tg_3_3.png,"là thất bại, chỉ là khi thành công - bị - trì - hoãn mà thôi. Cuộc sống vẫn chào đón họ với"
155,20140603_0015_BCCTC_tg_3_4.png,"NV2, NV3. Quan trọng là họ đã nỗ lực hết sức để khẳng định mình. Đó là ý nghĩa vẹn nguyên"
156,20140603_0015_BCCTC_tg_3_5.png,"của các kỳ thi, và cũng là bản chất của thành công."
157,20140603_0015_KQBDVN_tg_0_1.png,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam là một phần biển
158,20140603_0015_KQBDVN_tg_0_3.png,"Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2 thì có 1 km bờ biển"
159,20140603_0015_KQBDVN_tg_0_4.png,(trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).
160,20140603_0015_KQBDVN_tg_0_5.png,"Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với diện tích trên 1"
161,20140603_0015_KQBDVN_tg_0_6.png,triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 / 330.000 km2).
162,20140603_0015_KQBDVN_tg_1_0.png,"Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ, gần và xa bờ, hợp"
163,20140603_0015_KQBDVN_tg_1_1.png,"thành phòng tuyến bảo vệ, kiểm soát và làm chủ vùng biển."
164,20140603_0015_KQBDVN_tg_1_2.png,"Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương và Ấn Độ Dương, châu Á với châu Âu,"
165,20140603_0015_KQBDVN_tg_1_3.png,"châu Úc với Trung Đông. Giao lưu quốc tế thuận lợi, phát triển ngành biển."
166,20140603_0015_KQBDVN_tg_1_4.png,"Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát triển, tồn tại tốt."
167,20140603_0015_KQBDVN_tg_2_0.png,"Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm."
168,20140603_0015_KQBDVN_tg_2_1.png,"Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng trực tiếp đến sự"
169,20140603_0015_KQBDVN_tg_2_2.png,"nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa xã hội, có liên quan trực tiếp đến"
170,20140603_0015_KQBDVN_tg_2_3.png,"sự phồn vinh của đất nước, đến văn minh và hạnh phúc của nhân dân."
171,20140603_0017_BCCTC_tg_0_1.png,Đã bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời mình theo đuổi? Phải
172,20140603_0017_BCCTC_tg_0_2.png,"chăng đó là kết quả hoàn hảo trong công việc, sự chính xác đến từng chi tiết? Hay"
173,20140603_0017_BCCTC_tg_0_3.png,"đó là cách nói khác của từ thành đạt, nghĩa là có được một cuộc sống giàu sang,"
174,20140603_0017_BCCTC_tg_0_4.png,được mọi người nể phục? Vậy thì bạn hãy dành chút thời gian để lặng mình
175,20140603_0017_BCCTC_tg_0_6.png,Cuộc sống sẽ chỉ cho bạn có những người đạt được thành công theo một
176,20140603_0017_BCCTC_tg_1_0.png,"Thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những"
177,20140603_0017_BCCTC_tg_1_1.png,"món ăn mẹ thích nhân ngày 8 - 3. Món canh có thể hơi mặn, món cá sốt đáng"
178,20140603_0017_BCCTC_tg_1_2.png,lẽ phải có màu đỏ sậm thì lại ngả sang màu... đen cháy. Nhưng nhìn
179,20140603_0017_BCCTC_tg_1_3.png,"mâm cơm, mẹ vẫn cười. Bởi vì hai bố con không thể thành công trên"
180,20140603_0017_BCCTC_tg_1_4.png,""" chiến trường "" bếp núc, nhưng lại thành công khi tặng mẹ "" đoá hồng "" của"
181,20140603_0017_BCCTC_tg_1_5.png,"tình yêu. Một món quà ý nghĩa hơn cả những món quà quý giá, hạnh phúc"
182,20140603_0017_BCCTC_tg_2_0.png,"Thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại"
183,20140603_0017_BCCTC_tg_2_1.png,bình thường được. Từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. Sau
184,20140603_0017_BCCTC_tg_2_2.png,"bao nỗ lực khổ luyện, cậu bé trở thành cầu thủ dự bị trong một đội bóng"
185,20140603_0017_BCCTC_tg_2_3.png,"nhỏ, và chưa bao giờ được chính thức ra sân. Nhưng đó không phải là thất"
186,20140603_0017_BCCTC_tg_2_4.png,"bại. Trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao nghị lực và"
187,20140603_0017_BCCTC_tg_2_5.png,"quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé."
188,20140603_0017_BCCTC_tg_3_1.png,"Sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở"
189,20140603_0017_BCCTC_tg_3_2.png,"thành "" tử sĩ "". Hai bảy điểm, cao thật đấy. Nhưng cao mà làm gì khi NV1 lấy"
190,20140603_0017_BCCTC_tg_3_3.png,"tới hai bảy phẩy năm? Đó thật ra không phải là thất bại, chỉ là khi"
191,20140603_0017_BCCTC_tg_3_4.png,"thành công - bị - trì - hoãn mà thôi. Cuộc sống vẫn chào đón họ với NV2, NV3."
192,20140603_0017_BCCTC_tg_3_5.png,Quan trọng là họ đã nỗ lực hết sức để khẳng định mình. Đó là ý nghĩa
193,20140603_0017_BCCTC_tg_3_6.png,"vẹn nguyên của các kỳ thi, và cũng là bản chất của thành công."
194,20140603_0017_KQBDVN_tg_0_1.png,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam là
